"id","title","score","category_hits","shell_artifact_signal","paper_mentions","graph_in_degree","graph_out_degree","isabelle_kind","gold_spine","wolfram_status","field_type","recommended_use","source","canonical_equation"
"ID0275","Protostellar Magnetic-First Sequence","43.0","topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement","no","0","0","1","Definition","","","scalar","use in Bessel/hyperspherical spectral certificate","master","omega^{2} = k^{2} v_{\mathrm{A}}^{2}\left[1 + \left(\frac{\omega_{\mathrm{gyro}}}{\omega}\right)^{2}\right] || \eta_{J_z}\circ\Phi_Q(f)=\mathcal{B}(f)\circ\eta_{J_z}"
"ID1326","Elsasser Number","43.0","topological_holonomy;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","1","Definition","","","scalar","use in holonomy/winding/topological invariant lane","master","\Lambda=\frac{B^2}{\rho\mu_0\eta\Omega} \Lambda\approx 1"
"ID8689","Definition of (λ","43.0","topological_holonomy;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;context:boundary_limit_singularity","no","0","2","1","Definition","","2/2 pass","scalar","use in holonomy/winding/topological invariant lane","master","(\lambda=\pi R\oplus\approx20,015"
"ID9152","Relation: ρ_e(t)","43.0","exact_ratio_reciprocity;gyromagnetic_mhd_movement;quantum_probability_operator;context:boundary_limit_singularity","no","0","2","1","Definition","","1/1 pass","scalar","use in gyromagnetic movement/vector-calculus lane","master","ρ_e(t)"
"ID9153","Relation: ρ_1 cos(ω","43.0","exact_ratio_reciprocity;gyromagnetic_mhd_movement;quantum_probability_operator;context:boundary_limit_singularity","no","0","2","1","Definition","","1/1 pass","scalar","use in gyromagnetic movement/vector-calculus lane","master","ρ_1 cos(ω"
"ID0451","Magnetic Field Ramp-Up \& Flux Arrangement","43.0","invariant_conservation_closure;exact_ratio_reciprocity;gyromagnetic_mhd_movement;quantum_probability_operator;context:boundary_limit_singularity;context:spectral_bessel_laplacian","no","0","0","0","Definition","","","vector","use in gyromagnetic movement/vector-calculus lane","master","\begin{adjustbox}{max width=\linewidth,center} $\displaystyle \mathbf{B}(t) = \cdots $ \end{adjustbox}"
"ID0599","The Superconducting Pair Creation Operator","43.0","topological_holonomy;exact_ratio_reciprocity;friedmann_hubble_cosmology;quantum_probability_operator;context:invariant_conservation_closure;context:gyromagnetic_mhd_movement","no","0","0","0","Definition","","","scalar","use in holonomy/winding/topological invariant lane","master","\Psi(t)=A\cos(\omega_1t)+B\cos(\omega_2t). || \Psi(t) = 2C \cos\left( \frac{\omega_1-\omega_2}{2}t \right) \cos\left( \frac{\omega_1+\omega_2}{2}t \right). || t_k= \frac{2\pi k}{|\omega_1-\omega_2|}."
"ID0975","Energy Conservation Transcendence Axiom","43.0","boundary_limit_singularity;invariant_conservation_closure;spectral_bessel_laplacian;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","0","Axiom","","","logical","use as a boundary/degeneracy stress-test obligation","master","\oint_{\partial \Sigma} \langle T^{\mu\nu} \rangle_{vac} n_\mu d\Sigma_\nu = \text{Residue}[TZP, \in fty || Psi(r_{TZP}, t) == J_0(2.4048 \rho) \times \exp(i n \theta)"
"ID1802","The Trawin Hamiltonian and the Extended Mathematical Canon","43.0","invariant_conservation_closure;topological_holonomy;exact_ratio_reciprocity;quantum_probability_operator;context:boundary_limit_singularity","no","0","2","0","Definition","","","scalar","use in holonomy/winding/topological invariant lane","master","\oint_C \frac{dz}{z - p_0} = 2\pi i \cdot \nu"
"ID3394","Gyromagnetic Quantum State Relation","43.0","invariant_conservation_closure;topological_holonomy;exact_ratio_reciprocity;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","0","Definition","","","logical","use in holonomy/winding/topological invariant lane","master","$$ \Psi(t) \in T^*(SO(3) \times \mathbb{R}^3) = \{r_{cm}, p_{cm}, g, L_{gyro}, \mu_{eff}, A_{obs}\} $$"
"ID3879","Geometricparameters Gyromagnetic Propagator Scaling Law","43.0","topological_holonomy;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","0","Definition","","","logical","use in holonomy/winding/topological invariant lane","master","\begin{align} \text{GeometricParameters} &:= \{\text{Radius} \to 0.1\text{ m}, \text{Permeability} \to 10^3 \mu_0\} \\ \text{RotationalParameters} &:= \{\omega_{\text{gyro}} \to 10^4\text{ rad/s}, \text{AngularMomentum} \to I\omega_{\text{gyro}}\} \\ \text{MagneticParameters} &:= \{B_{\text{external}} \to 1\text{ T}, \text{Quality} \to Q \sim 10^4\} \\ \text{AcousticParameters} &:= \{f_{\text{range}} \to [10, 100]\text{ kHz}, \text{Transducers} \to 32\} \end{align}"
"ID3901","Deltaomega Delta Scaling Law","43.0","boundary_limit_singularity;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","0","Law","","","logical","use as a boundary/degeneracy stress-test obligation","master","$\delta\omega/\omega \sim 10^{-5}$"
"ID4481","Magnetic Helicity Functional Correction","43.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;friedmann_hubble_cosmology;gyromagnetic_mhd_movement","no","0","0","0","Definition","","","logical","use as a boundary/degeneracy stress-test obligation","master","\begin{equation} \label{eq:universal-invariant} \mathcal{I}_{\mathrm{univ}} := \left\{ \begin{aligned} &\text{Elsasser:} && \Lambda \approx 1 \pm 0.5, \\ &\text{Critical exponent:} && \tau = \tfrac{3}{2}, \\ &\text{Helicity quantization:} && \mathcal{H}_M = n\,\hbar_{\mathrm{eff}}, \quad n \in \mathbb{Z}, \\ &\text{Information bits:} && N_{\mathrm{bits}} = \log_2(153600) \approx 17.23. \end{aligned} \right. \end{equation}"
"ID5229","Relocated Density Laplacian Operator","43.0","invariant_conservation_closure;spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator;context:friedmann_hubble_cosmology","no","0","2","0","Definition","","","tensor","use in Bessel/hyperspherical spectral certificate","master","$) [Relocated from [ID 1038]],""\rho = m_0 n,\qquad \nabla^2\Phi = 4\pi G_{\rm eff}\,\rho."" [ID 1322],PHOTON-NEURAL COUPLING OPERATOR ($"
"ID5251","Relocated Density Laplacian Operator","43.0","invariant_conservation_closure;spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator;context:friedmann_hubble_cosmology","no","0","2","0","Definition","","","tensor","use in Bessel/hyperspherical spectral certificate","master","$) [Relocated from [ID 1038]] \rho = m_0 n,\qquad \nabla^2\Phi = 4\pi G_{\rm eff}\,\rho. ## [ID 1322] PHOTON-NEURAL COUPLING OPERATOR ($"
"ID5256","Relocated Density Laplacian Operator","43.0","invariant_conservation_closure;spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator;context:friedmann_hubble_cosmology","no","0","2","0","Definition","","","tensor","use in Bessel/hyperspherical spectral certificate","master","$) [Relocated from [ID 1038]]} \rho = m_0 n,\qquad \nabla^2\Phi = 4\pi G_{\rm eff}\,\rho. \subsection*{[ID 1322] PHOTON-NEURAL COUPLING OPERATOR ($"
"ID9069","Definition of δSδ","43.0","invariant_conservation_closure;topological_holonomy;exact_ratio_reciprocity;quantum_probability_operator;context:boundary_limit_singularity","no","0","2","0","Definition","","","scalar","use in holonomy/winding/topological invariant lane","master","δSδ=0\frac{\delta"
"ID9070","Relation: φ=0δδS=0","43.0","invariant_conservation_closure;topological_holonomy;exact_ratio_reciprocity;quantum_probability_operator;context:boundary_limit_singularity","no","0","2","0","Definition","","","scalar","use in holonomy/winding/topological invariant lane","master","\phi}=0δδS=0,"
"ID9129","Definition of (R,eiα)(R,eiβ)","43.0","invariant_conservation_closure;topological_holonomy;exact_ratio_reciprocity;gyromagnetic_mhd_movement;context:boundary_limit_singularity","no","0","2","0","Definition","","","scalar","use in holonomy/winding/topological invariant lane","master","(R,eiα)(R,eiβ)=(RR,ei(α+β))(R,"
"ID9130","Definition of eˆi(α+β))(R,eiα)(R,eiβ)","43.0","invariant_conservation_closure;topological_holonomy;exact_ratio_reciprocity;gyromagnetic_mhd_movement;context:boundary_limit_singularity","no","0","2","0","Definition","","","scalar","use in holonomy/winding/topological invariant lane","master","eˆ{i(\alpha+\beta)})(R,eiα)(R,eiβ)=(RR,ei(α+β))"
"ID9136","Relation: δinjδ_injδinjappliesanarrowGaussianpulseg(t)","43.0","topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator;context:boundary_limit_singularity","no","0","2","0","Definition","","","scalar","use in Bessel/hyperspherical spectral certificate","master","δinj\delta_{\text{inj}}δinjappliesanarrowGaussianpulseg(t)"
"ID9348","Definition of ¤Γhor","43.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;quantum_probability_operator","no","0","4","0","Definition","","","scalar","use as a boundary/degeneracy stress-test obligation","master","¤Γhor=Lift𝜔"
"ID9358","Definition of ∇𝜇∇𝜇𝜙 (∇𝜇∇𝜇+𝑚2+𝜉𝑅)𝜙","43.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;quantum_probability_operator","no","0","4","0","Definition","","","scalar","use as a boundary/degeneracy stress-test obligation","master","∇𝜇∇𝜇𝜙 (∇𝜇∇𝜇+𝑚2+𝜉𝑅)𝜙=0"
"ID9595","4D Effective Theory Each Mode $Phin$ Appears as Massive Field: R_KK ∼ 10^-6","43.0","boundary_limit_singularity;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology","no","0","0","0","Theorem","","","logical","use as a boundary/degeneracy stress-test obligation","master","R_\text{KK} \sim 10^{-6}"
"ID11122","Phone2 Parker-GW Resonance Condition — Nabla 2 H Mu Nu Cdot Psi Text Solar Lambda N Psi Text","43.0","invariant_conservation_closure;topological_holonomy;friedmann_hubble_cosmology;quantum_probability_operator","no","0","0","0","Theorem","phone2_theorem_anchor_backfill","wolfram_gold_anchor_equation_parse_verified;artifact=phone2_intake/theorem_toe/wolfram_gold_anchor_batch2/phone2_gold_anchor_batch2_wolfram_certificate_results.json","","use in holonomy/winding/topological invariant lane","master","\nabla^2 h_{\mu\nu} \cdot \Psi_{\text{solar}} = \lambda_n \Psi_{\text{solar}}"
"ID11131","Phone2 Elsasser Universality — Lambda Frac B 2 Mu 0 Rho Eta Omega To 1 Pm 0","43.0","topological_holonomy;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","0","Theorem","phone2_theorem_anchor_backfill","wolfram_gold_anchor_equation_parse_verified;artifact=phone2_intake/theorem_toe/wolfram_gold_anchor_batch2/phone2_gold_anchor_batch2_wolfram_certificate_results.json","","use in holonomy/winding/topological invariant lane","master","\Lambda := \frac{B^2}{\mu_0 \rho \eta \omega} \to 1 \pm 0"
"ID0395","Universal Avalanche Scaling","42.75","boundary_limit_singularity;exact_ratio_reciprocity;quantum_probability_operator;context:invariant_conservation_closure;context:spectral_bessel_laplacian","no","1","1","2","Law","","5/5 pass","scalar","use as a boundary/degeneracy stress-test obligation","master","P(s)\propto s^{-3/2}\exp\!\left(-\frac{s}{s_{\mathrm{cutoff}}}\right), || \tau=\frac{3}{2}. || P(s)\propto s^{-3/2}e^{-s/s_{\mathrm{cutoff}}} || tau=\frac{3}{2}"
"ID10820","Getting Closer Eq 28: _{^{(1/2) = _P^2 ( __ - g_{ ) ( { S_{1/2{k_B )","42.75","invariant_conservation_closure;spectral_bessel_laplacian;gyromagnetic_mhd_movement","no","1","1","1","Derived_Theorem_Obligation","bessel_residual_spinal_tap","not_run:registered_source_equation","tensor","use in Bessel/hyperspherical spectral certificate","master","\boxed{ \Sigma_{\mu\nu}^{(1/2)} = \ell_P^2 \left( \nabla_\mu\nabla_\nu - g_{\mu\nu}\Box \right) \left( \frac{\Delta S_{1/2}}{k_B} \right). }"
"ID10826","Getting Closer Eq 34: G_{^{ acc(x,t) = {8 G{c^4 _{-^{t K(t,) T_{^{ eff(x,) ,d","42.75","boundary_limit_singularity;spectral_bessel_laplacian;gyromagnetic_mhd_movement","no","1","1","1","Derived_Theorem_Obligation","bessel_residual_spinal_tap","not_run:registered_source_equation","tensor","use as a boundary/degeneracy stress-test obligation","master","\boxed{ \mathcal G_{\mu\nu}^{\rm acc}(x,t) = \frac{8\pi G}{c^4} \int_{-\infty}^{t} \mathcal K(t,\tau) T_{\mu\nu}^{\rm eff}(x,\tau) ,d\tau. }"
"ID10827","Getting Closer Eq 35: G_{^{ acc = {8 G{c^4 _{-^{t K(t,) [ T_{^{ matter + T_{^{ sound + {c^4...","42.75","boundary_limit_singularity;spectral_bessel_laplacian;gyromagnetic_mhd_movement","no","1","1","1","Derived_Theorem_Obligation","bessel_residual_spinal_tap","not_run:registered_source_equation","tensor","use as a boundary/degeneracy stress-test obligation","master","\boxed{ \mathcal G_{\mu\nu}^{\rm acc} = \frac{8\pi G}{c^4} \int_{-\infty}^{t} \mathcal K(t,\tau) \left[ T_{\mu\nu}^{\rm matter} + T_{\mu\nu}^{\rm sound} + \frac{c^4}{8\pi G\ell_P^2} \Sigma_{\mu\nu}^{(1/2)} \right] d\tau. }"
"ID10828","Getting Closer Eq 36: G_{^{ acc = {8 G{c^4 _{-^{t K T_{^{ matterd + {8 G{c^4 _{-^{t K T_{^{...","42.75","boundary_limit_singularity;spectral_bessel_laplacian;gyromagnetic_mhd_movement","no","1","1","1","Derived_Theorem_Obligation","bessel_residual_spinal_tap","not_run:registered_source_equation","tensor","use as a boundary/degeneracy stress-test obligation","master","\boxed{ \mathcal G_{\mu\nu}^{\rm acc} = \frac{8\pi G}{c^4} \int_{-\infty}^{t} \mathcal K T_{\mu\nu}^{\rm matter}d\tau + \frac{8\pi G}{c^4} \int_{-\infty}^{t} \mathcal K T_{\mu\nu}^{\rm sound}d\tau + \frac{1}{\ell_P^2} \int_{-\infty}^{t} \mathcal K \Sigma_{\mu\nu}^{(1/2)} d\tau. }"
"ID10832","Getting Closer Eq 40: X S^3_R","42.75","spectral_bessel_laplacian;gyromagnetic_mhd_movement","no","1","1","1","Definition","bessel_residual_spinal_tap","not_run:registered_source_equation","logical","use in Bessel/hyperspherical spectral certificate","master","X\in S^3_R"
"ID10857","Getting Closer Eq 65: _{^{(1/2) = _P^2 (__-g_{) ({ S_{1/2{k_B)","42.75","invariant_conservation_closure;spectral_bessel_laplacian;gyromagnetic_mhd_movement","no","1","1","1","Derived_Theorem_Obligation","bessel_residual_spinal_tap","not_run:registered_source_equation","tensor","use in Bessel/hyperspherical spectral certificate","master","\boxed{ \Sigma_{\mu\nu}^{(1/2)} = \ell_P^2 (\nabla_\mu\nabla_\nu-g_{\mu\nu}\Box) \left(\frac{\Delta S_{1/2}}{k_B}\right) }"
"ID10858","Getting Closer Eq 66: G_{^{ acc = {8 G{c^4 _{-^{t K(t,) [ T_{^{ matter + T_{^{ sound + {c^4...","42.75","boundary_limit_singularity;spectral_bessel_laplacian;gyromagnetic_mhd_movement","no","1","1","1","Derived_Theorem_Obligation","bessel_residual_spinal_tap","not_run:registered_source_equation","tensor","use as a boundary/degeneracy stress-test obligation","master","\boxed{ \mathcal G_{\mu\nu}^{\rm acc} = \frac{8\pi G}{c^4} \int_{-\infty}^{t} \mathcal K(t,\tau) \left[ T_{\mu\nu}^{\rm matter} + T_{\mu\nu}^{\rm sound} + \frac{c^4}{8\pi G\ell_P^2} \Sigma_{\mu\nu}^{(1/2)} \right] d\tau }"
"ID1832","The Gyro-Helix Device","42.75","invariant_conservation_closure;topological_holonomy;exact_ratio_reciprocity;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","1","0","Definition","","","vector","use in holonomy/winding/topological invariant lane","master","\hat{H}_\text{total} = \hat{H}_\text{mech} + \hat{H}_\text{EM} + \hat{H}_\text{quantum} + \hat{H}_\text{topo}"
"ID1840","The Solar-Gravitational Marriage","42.75","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;exact_ratio_reciprocity;gyromagnetic_mhd_movement","no","0","1","0","Definition","","","scalar","use as a boundary/degeneracy stress-test obligation","master","Q = \int_\Sigma J^\mu\,d\Sigma_\mu = w"
