rank,isabelle_name,claim_type,kind,score,title,source,line,candidate_digest,semantic_anchor_id,semantic_anchor_title,semantic_score,semantic_digest,obligation_role,semantic_tags,required_checks,dependency_degree,has_parsed_equation,obligation_digest
177,cand_177_axiom_topological_field_quantization,axiom_claim,Axiom,73,Topological Field Quantization,D:\Tex\TEX_20260224_182530\document2.tex,30,2bb68733c5601923be23a497c9957fcdc29109f8,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,21,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Axiom,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,089ecb5c2eb1d3d35e0867c8c53976c4efa6b7df
178,cand_178_definition_fundamental_definitions,definition_claim,Definition,73,Fundamental Definitions,D:\Tex\TEX_20260224_182530\AnteOmniaCorpusInfinitum.tex,301,85caf9419b7405e34d78c7c27ed3c1d6bf9ef8b7,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,40,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,40a374ce8e8fa0b1bff5190eb18a413136b9ee02
179,cand_179_principle_uncertainty_principle,principle_claim,Principle,73,Uncertainty Principle.,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,247,7cec3e9962f22cc10e76a0bb43cbe949a0c773da,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,24,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,8fade0ed49873d2bbbddd206318b76f99f6e7bc2
180,cand_180_axiom_id_228_hyperspherical_zeropoint_vacuum_axiom,axiom_claim,Axiom,72,ID 228: Hyperspherical Zero‑Point Vacuum Axiom,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2734,0f4eea452e7cb787c2ede04afb90ab79db3b6a4c,ID0228,Hyperspherical Zero-Point Vacuum Axiom,1000,6d4b41f71b23f16074572c9c979fe6756a7b2a8b,Core_Axiom,tzp_foundation,core_spine_alignment;dependency_coverage;semantic_grounding,0,no,e6fee26635f25b4bfe0345df99104696478b1ddc
181,cand_181_axiom_id_228_hyperspherical_zeropoint_vacuum_axiom,axiom_claim,Axiom,72,ID 228: Hyperspherical Zero‑Point Vacuum Axiom,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2712,3a4f0055d4f8b6047ba2ffaa4f24d1577cd26c77,ID0228,Hyperspherical Zero-Point Vacuum Axiom,1000,6d4b41f71b23f16074572c9c979fe6756a7b2a8b,Core_Axiom,tzp_foundation,core_spine_alignment;dependency_coverage;semantic_grounding,0,no,15503661e807b9bb85f4f9f2e62e352530fb8c82
182,cand_182_invariant_observable_duality_and_topological_invariants,invariant_claim,Invariant,71,Observable Duality and Topological Invariants,D:\Tex\All_tex\00_Canon_00_TRAWIN_definition.tex,112,854c369889e856539bc8309ec18156d6e46be434,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,26,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,cf17099fd2ffef88429063ea7450901a503b2aef
183,cand_183_theorem_id_137_megastructure_formation_theorem,theorem_claim,Theorem,71,ID 137: Megastructure Formation Theorem,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1824,87ea9fe10cedd4bc54d243f947260ca216810d7c,ID0137,Megastructure Formation Theorem,1000,807392f7615a5e2f786593abc85253fbc76ffeac,Derived_Theorem_Obligation,macro_reduction;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding,0,no,8edc8cd3cd8a7855ecd82cf7560e9ee2715c54a0
184,cand_184_theorem_id_239_buckingham_pi_theorem_application,theorem_claim,Theorem,71,ID 239: Buckingham $\Pi$‑Theorem Application,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2844,001de0aec6efa09ab1c6c588d12c28daab8056af,ID0239,Buckingham Π-Theorem Application,1000,f43c079855b1275e9f5b42c347218770a384bf2a,Derived_Theorem_Obligation,gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,c60afef8d14ec83d1c9ca5be4659bef1f68538f2
185,cand_185_theorem_topological_field_constraint,theorem_claim,Theorem,71,Topological Field Constraint,D:\Tex\topological_unification.tex,338,c6ace90abf514989d3f291be72530a6b974a192a,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,26,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,1566f865d6aaa5198eb0559912468982899271d8
186,cand_186_principle_id_361_holographic_redundancy_principle,principle_claim,Principle,70,ID 361: Holographic Redundancy Principle,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,3764,31b05617d3b688c3e6b3cc2259498619ebbdb441,ID0361,Holographic Redundancy Principle,1000,45bc0c3bb48b709b5a891b5ebdae1a756842e99a,Derived_Theorem_Obligation,trawin_operator;holographic_duality;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding,0,yes,3a4ad080640dce7ba088b952a3f7cbc6e9501ca7
187,cand_187_principle_id_361_holographic_redundancy_principle,principle_claim,Principle,70,ID 361: Holographic Redundancy Principle,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,3742,1def6355da0af5606a8425ae3c2dfcf15a790d01,ID0361,Holographic Redundancy Principle,1000,45bc0c3bb48b709b5a891b5ebdae1a756842e99a,Derived_Theorem_Obligation,trawin_operator;holographic_duality;field_geometry;topological_invariant;quantum_limit;macro_reduction,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding,0,yes,100cf88cf5f32a692b319bd6d89970ef9fa19d84
188,cand_188_principle_id_033_principle_of_least_action_tzp_variant,principle_claim,Principle,70,"ID\,033: Principle of Least Action (TZP Variant)",D:\Tex\TEX_20260224_182530\minimal_output.tex,344,0d20c75761b9411e5e32b7413217c39dac9a7aa6,ID0033,Principle of Least Action (TZP Variant),1200,66d105ba07fa214c842f325d60d9f7a30b83befa,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;holographic_duality;field_geometry,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,392649fc78b626b36528540f1cb339c9ea5e1814
189,cand_189_proposition_localized_scattering_potential,proposition_claim,Proposition,70,Localized Scattering Potential,D:\Tex\trawin_zero_point_quantum_field_theory.tex,271,5162dafe0cf7467abe04a8a2025ec5f761b7786a,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,28,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,34a1b39fddca7496bdf497a9ecdcca4ca4dbe847
190,cand_190_theorem_spectral_deformation_under_curvature_coupling,theorem_claim,Theorem,70,Spectral Deformation Under Curvature Coupling,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,665,805681d0f0a292b2ca3c692631f77369da40a2cb,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,20,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,35127557c5af475e3013cce10cf8d2a8390fd4bb
191,cand_191_theorem_theorem_1_celestial_gyromagnetic_motion,theorem_claim,Theorem,70,Theorem 1: Celestial Gyromagnetic Motion,D:\Tex\gyromagnetic_validation.tex,432,da29b8caab85517873def77bf9870d63aba517e1,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,21,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,e685cd01ba3f3886f90aa90603e72835e49627bf
192,cand_192_axiom_id_113_helical_spacetime_embedding_axiom,axiom_claim,Axiom,69,ID 113: Helical Spacetime Embedding Axiom,D:\Tex\TEX_20260224_182530\reassembled_run_1.tex,2829,5bab320fe2ba0cc6d7a76261b5b9cbaa68f934b8,ID0113,Helical Spacetime Embedding Axiom,1200,ad8b7404716fcc2037da73c8e22f18a2bcfc3ea3,Core_Axiom,helical_geometry;field_geometry,core_spine_alignment;dependency_coverage;semantic_grounding,0,no,1bdba2a26e004b6483c98bba5cebcb71f6795347
193,cand_193_definition_definition_of_the_tzp_propagator,definition_claim,Definition,69,Definition of the TZP Propagator,D:\Tex\trawin_zero_point_quantum_field_theory.tex,123,bbef0111952998b5ec28263727cac119fff835ad,ID9806,Acknowledgments,21,740755b3b4a4cdddd0bd68baa6edf38348639e59,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,ed9cb8228f86e6cc6adfd3eb4e7a4661d090ad18
194,cand_194_law_law_i_the_same_rule_is_preserved_from_planck_to,law_claim,Law,69,law I: the same rule is preserved from Planck to cosmic dis-,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,3183,58ab60d0dae3472f7ecad74eaea32926453e513d,ID0135,Universal Constraint of Natural Transformation,1000,3a5e6c7652f0332991ea9e182c90d70e7e248e05,Derived_Theorem_Obligation,holographic_duality;macro_reduction;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding,0,yes,08349dba22d646140d46de8f550c5716743d12d5
195,cand_195_principle_id_037_emergent_rotation_principle,principle_claim,Principle,69,"ID\,037: Emergent Rotation Principle",D:\Tex\opera_omnia_vol_0.tex,712,2732d6517b08fa5ee48f9da994b88edc8872bb68,ID0037,Emergent Rotation Principle,45,b43d474637d512336ab58e683817a3df66642dbe,Derived_Theorem_Obligation,holographic_duality;field_geometry;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,no,4ae8690950e4bbd4fd3a54a9583d4e115f15d36b
196,cand_196_principle_id_037_emergent_rotation_principle,principle_claim,Principle,69,"ID\,037: Emergent Rotation Principle",D:\Tex\Registriy00.tex,706,4534198a619b122f4231b6a1e2ad7832f364fca2,ID0037,Emergent Rotation Principle,45,b43d474637d512336ab58e683817a3df66642dbe,Derived_Theorem_Obligation,holographic_duality;field_geometry;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,no,efa439e8b01184f1084dabcf3c5acae1e13186e7
197,cand_197_proposition_generalized_helicity_invariant,proposition_claim,Proposition,69,Generalized Helicity Invariant,D:\Tex\All_tex\unified_field_theory_paper.tex,212,193efe2cffd08aa715efb79a785af319b5122531,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,27,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,06df48070e4396cd0e27a616d44d0450565e1da6
198,cand_198_theorem_theorem_2_tidal_deformation_amplitude,theorem_claim,Theorem,69,Theorem 2: Tidal Deformation Amplitude,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,301,b001ef2bd6d0f8e77571e2a5ac57452942ac3c6f,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,33,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,49da8d1059eed59495d762bef0fb08e0fcf89dc5
199,cand_199_theorem_theorem_4_dipole_constraint_topology,theorem_claim,Theorem,69,Theorem 4: Dipole Constraint Topology,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,338,f99f241d7e1bc08d69a77f62b6c46904a34eb5b7,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,30,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,7ebf2c0a79c019a75c94421012b40d5a61a42df6
200,cand_200_theorem_universal_criticality,theorem_claim,Theorem,69,Universal Criticality,D:\Tex\topological_unification.tex,359,6f5447f034cdf394cab03b98748bc86aa521edf2,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,22,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,dc430908c11b9426247460a1e072ad7713b3e8ef
201,cand_201_axiom_axiom_v_methylation_natural_transformation,axiom_claim,Axiom,68,Axiom V: Methylation Natural Transformation,D:\Tex\00_Engine_extractions\axiom.tex,165,4d2e3be716579a0afd9b67de82f7277941e61517,ID9542,Ribosetexorpdfstring(to)->Deoxyribose Catastrophe: Δ,1200,560301a1b462b075065595c866049eea5dafbde1,Core_Axiom,tzp_foundation;trawin_operator,core_spine_alignment;dependency_coverage;semantic_grounding,0,yes,2f13b628f8f208614cd64d89a70a1a822cdd5cea
202,cand_202_theorem_generalized_helicity_conservation,theorem_claim,Theorem,68,Generalized Helicity Conservation,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,172,3c545b1d871343ade8caba7473cb775fb25d6420,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,33,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,4d3d43942d89860d106acfcdbc13e7e88f2dbfc2
203,cand_203_definition_gyromagnetic_topos,definition_claim,Definition,67,Gyromagnetic Topos,D:\Tex\gyromagnetic_validation.tex,253,bc81000f5ebd6f180cc2a3fdbd5bfadc5c600533,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,19,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,a4cea0bed32bc4fd379d8b354f458b2f8c116db9
204,cand_204_invariant_id_011_causal_loop_invariant,invariant_claim,Invariant,67,"ID\,011: Causal Loop Invariant",D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,465,1329cb470dd72fad1de60108e8fd63d08f9c67d8,ID0011,Causal Loop Invariant,1200,b709134daf59ed950528fca1d39a74f10762fc26,Derived_Theorem_Obligation,tzp_foundation;helical_geometry;topological_invariant,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,19c98ad6374cd1ad56c58731f7ecd06cd6b9330e
205,cand_205_invariant_invariant_of_the_hopf_fibration,invariant_claim,Invariant,67,invariant of the Hopf fibration.,D:\Tex\All_tex\00_Canon_00_TRAWIN_definition.tex,126,71a26919d068356eb11d37d64035572e8f0abbc9,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,19,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,2ce586ca1c4db74ee2600e3f4b364cd147f285fd
