rank,isabelle_name,claim_type,registration_predicate,kind,score,title,source,line,digest
559,cand_559_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,564,289e9b7181b89adb74faac8555b1cc3dcb82fbe9
560,cand_560_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,568,33901b0698f78fefd6942b715e460d5fa3ce65e8
561,cand_561_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,576,865f45a2a3d64410d3049cf65c7b8f81ed32d684
562,cand_562_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,580,acf9cb33b0ac51876d7ca5151018675d1673aecd
563,cand_563_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,584,6bb591c2590c5bd3da0dd8401c15241838f74640
564,cand_564_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,588,c071dc338d7d3d548d0bcdbab975198faefb0b8c
565,cand_565_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,595,142a75157bed28d875ccad9d7fb164b67e556e0d
566,cand_566_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,599,7303eff110e8091546095a2206840ca876874a09
567,cand_567_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,603,c9440ab17fc4009f777a36bdc91fb1f461f4b0f7
568,cand_568_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,607,c4940713ec1afd0879c1c4d94fc2f973bfa57fe3
569,cand_569_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,611,b25fa89c72bde52f3b1b94ddf0a7f7d291eef936
570,cand_570_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,615,cf904b27160fa56baef6acb9820b771ede88817c
571,cand_571_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,619,07b5aba22d55774b8ec2a7954f2f6368e2e78861
572,cand_572_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,627,47ba83736a0d705af39e6ae7d381f9e0d8b624f6
573,cand_573_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,634,fb2d72894df55832a8354f27ba828f150a386f03
574,cand_574_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,638,45bda6e78f0b565e51eedaed0d363d4526d97398
575,cand_575_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,642,ff628301c0fb52dd408e9a6b0b99a1db464ab783
576,cand_576_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,646,7588fffc9b4e26f3d42ef7532e20314e00fa224d
577,cand_577_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,650,54c3a778f04ea8c06b46d43a592c359e69c6ec88
578,cand_578_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,654,6292eb5bc4b1ed06e815b1c8e65261254a838a67
579,cand_579_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,658,91360141c2c2deff0ba3d024c21e4bb188614851
580,cand_580_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,666,27af02f9bd398573e217f0e80505b3a384af7f5e
581,cand_581_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\TEX_20260224_182530\reassembled_run_1.tex,6213,29cdc5ab6ea9e091bce65c9ec16573bf389e2779
582,cand_582_definition_definitions,definition_claim,registered_definition,Definition,22,Definitions,D:\Tex\algebraic_signal_geometric_enforcement.tex,177,2cca5527ef7b59a4656a55914469efa104058745
583,cand_583_definition_definitions_and_three_zone_field_reading,definition_claim,registered_definition,Definition,22,Definitions and Three-Zone Field Reading,D:\Tex\www.tex,125,39e591b963044ff9c6b7648fe301ce1057a72036
584,cand_584_definition_gauge_transformation,definition_claim,registered_definition,Definition,22,Gauge Transformation,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,109,8420659274043e46142a23a3fff0d36f7e6f546e
585,cand_585_definition_morphisms,definition_claim,registered_definition,Definition,22,Morphisms,D:\Tex\TEX_20260224_182530\document.tex,187,f151b558b93dfdb51122c8ba99b3b2ee4aca95e2
586,cand_586_definition_phase_error,definition_claim,registered_definition,Definition,22,Phase Error,D:\Tex\TEX_20260224_182530\document3.tex,196,55cea6b9dc03a62863370f05d1ce024c79f47a9e
587,cand_587_definition_phase_function,definition_claim,registered_definition,Definition,22,Phase Function,D:\Tex\TEX_20260224_182530\document3.tex,187,34c6906d0bd70de43aa48e955478549775862bde
588,cand_588_definition_physical_configuration,definition_claim,registered_definition,Definition,22,Physical Configuration,D:\Tex\All_tex\reverse_harmonics_publication.tex,173,773e4934d6ff08f726536794b4b71115d5948a6e
589,cand_589_definition_total_vector_potential,definition_claim,registered_definition,Definition,22,Total Vector Potential,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,366,cdc0c7ad7c77be5e485b002dcfe7aa51d99115ab
590,cand_590_hypothesis_id_0485_gyromagnetic_genesis_hypothesis,hypothesis_claim,registered_hypothesis,Hypothesis,22,[ID 0485] Gyromagnetic Genesis Hypothesis,D:\Tex\derivations500.tex,4036,eecf3c4300aed081eca84086f73a85e25fe87470
591,cand_591_definition_scale_definition,definition_claim,registered_definition,Definition,21,Scale Definition,D:\Tex\TZP-HMS.tex,64,3dcd6512bde7d425d02c12f9e55ec7c41084f771
592,cand_592_law_hyperspherical_energy_density_law,law_claim,registered_law,Law,20,Hyperspherical Energy Density Law,D:\Tex\programmable_pathway_to_induce_structured_hyper_spherical_states.tex,77,bbf76099d77c48edd18e9b5c34f0caa69731e471
593,cand_593_law_id_124_pull_strength_scaling_law,law_claim,registered_law,Law,20,ID 124: Pull Strength Scaling Law,D:\Tex\Registriy00.tex,1637,04889faef1f6eca9e0f80801c8c5efa2f2d5a2bc
594,cand_594_law_id_241_elsasser_number_scaling_law,law_claim,registered_law,Law,20,ID 241: Elsasser Number Scaling Law,D:\Tex\Registriy00.tex,2867,53c4342e5759102746971dd7a678c4e407f13806
595,cand_595_law_id_241_elsasser_number_scaling_law,law_claim,registered_law,Law,20,ID 241: Elsasser Number Scaling Law,D:\Tex\TEX_20260224_182530\minimal_output.tex,2541,69aefbc018370c77088be46a3fca0343981f1be0
596,cand_596_law_id_271_universal_dipole_scaling_law,law_claim,registered_law,Law,20,ID 271: Universal Dipole Scaling Law,D:\Tex\TEX_20260224_182530\minimal_output.tex,2784,8eaeae28c7ad59d414a7f82b4a4ab67eaf9a36b0
597,cand_597_law_law_of_large_numbers_lln_interpretation,law_claim,registered_law,Law,20,Law of Large Numbers (LLN) Interpretation.,D:\Tex\TEX_20260224_182530\minimal_output_with_meta.tex,4846,b94c64983adfc8ec96b89314132ba29cc102aaa9
598,cand_598_law_scale_dependent_phase_law,law_claim,registered_law,Law,20,Scale-Dependent Phase Law,D:\Tex\www.tex,65,d6ec26514d433b54fbd1bdc68184bf58ec2687b9
599,cand_599_definition_definition,definition_claim,registered_definition,Definition,14,Definition,D:\Tex\programmable_pathway_to_induce_structured_hyper_spherical_states.tex,935,b0ad3793c144855b3d026fba02091b3b5367f99e
600,cand_600_definition_definition_2_3_bridge_functor,definition_claim,registered_definition,Definition,14,Definition 2.3 (Bridge Functor).,D:\Tex\00_Engine_extractions\BaT_curated.tex,30,b308e593384bd4797f1f98fa947ebd2fd52a1085
601,cand_601_definition_definition_2_4_naturality_as_consistency,definition_claim,registered_definition,Definition,14,Definition 2.4 (Naturality as Consistency).,D:\Tex\00_Engine_extractions\BaT_curated.tex,37,4b935e1865aac7159cf72c32523a4f3db5a4ef89
602,cand_602_definition_definitions,definition_claim,registered_definition,Definition,14,Definitions,D:\Tex\TEX_20260224_182530\minimal_output_with_meta.tex,4161,ce058dadf60d42e7df3e13e1e394c4ddb894ddfc
603,cand_603_definition_formal_definition_of_entrainment,definition_claim,registered_definition,Definition,14,Formal Definition of Entrainment,D:\Tex\TEX_20260224_182530\document3.tex,183,8a3cc4e19abb43ef7c1628b5839111737001a652
604,cand_604_definition_trajectory_definition,definition_claim,registered_definition,Definition,14,Trajectory Definition,D:\Tex\TEX_20260224_182530\dsdlaecs.tex,381,f7b3b07c3c6c9e4fc080c566ac5fee841c8c3e40
605,cand_605_law_angular_momentum_generation_law,law_claim,registered_law,Law,12,Angular Momentum Generation Law.,D:\Tex\derivations500.tex,4059,e105e37f1e5d3713a517b18572871f2c0a29d8b5
606,cand_606_law_composition_law,law_claim,registered_law,Law,12,Composition Law.,D:\Tex\derivations500.tex,4496,3eefcd15bd51f5c80294470a1faa06acd3b9a28e
607,cand_607_law_daans_control_law,law_claim,registered_law,Law,12,DAANS Control Law,D:\Tex\TEX_20260224_182530\document3.tex,250,690142c8e9122ed034bd4272468c92d0ae12ca59
608,cand_608_law_event_timing_law,law_claim,registered_law,Law,12,Event Timing Law,D:\Tex\programmable_pathway_to_induce_structured_hyper_spherical_states.tex,1099,e9e09a245d9da39690018333491b804f7ad18e39
609,cand_609_law_functorial_composition_law,law_claim,registered_law,Law,12,Functorial Composition Law.,D:\Tex\derivations500.tex,4335,57af5ef26480c3751f0cb38d29fb3e384428d8df
610,cand_610_law_growth_law,law_claim,registered_law,Law,12,Growth Law.,D:\Tex\derivations500.tex,3691,027a073e87bfb988fd9b45f0a37c72bf9843d242
611,cand_611_law_rotation_response_law,law_claim,registered_law,Law,12,Rotation Response Law.,D:\Tex\derivations500.tex,4270,dffc6c762b91bab1977d3a330bee91ea540a3ec1
612,cand_612_law_spectral_law,law_claim,registered_law,Law,12,Spectral Law.,D:\Tex\derivations500.tex,4799,e2a4477d52e2431b7b18ec2e7a47c4d299b35ed6
613,cand_613_law_symplectic_preservation_law,law_claim,registered_law,Law,12,Symplectic Preservation Law.,D:\Tex\derivations500.tex,4627,022c837fe0bb491fae0da2fcfe8d4eea08206e94
614,cand_614_law_id_0444_magnetic_moment_universal_scaling_law,law_claim,registered_law,Law,12,[ID 0444] Magnetic Moment Universal Scaling Law,D:\Tex\derivations500.tex,2171,deccb82e368de668895a8a625b62972d90bda687
615,cand_615_hypothesis_hydrogen_orbital_comparison_and_hyperspherical_h,hypothesis_claim,registered_hypothesis,Hypothesis,8,Hydrogen Orbital Comparison and Hyperspherical Hypothesis,D:\Tex\programmable_pathway_to_induce_structured_hyper_spherical_states.tex,481,6e8b0cb4088c199622b89c6689e96bf32ade224a
616,cand_616_hypothesis_hypothesis,hypothesis_claim,registered_hypothesis,Hypothesis,8,Hypothesis,D:\Tex\programmable_pathway_to_induce_structured_hyper_spherical_states.tex,781,9f12932ae13ccb07e844b88648ea0a0542a952a2
617,cand_617_hypothesis_hypothesis_hyperspherical_quantum_motion,hypothesis_claim,registered_hypothesis,Hypothesis,8,Hypothesis: Hyperspherical Quantum Motion,D:\Tex\programmable_pathway_to_induce_structured_hyper_spherical_states.tex,557,0f50c746583209049ed54950c5a483d5497d6a96
618,cand_618_hypothesis_refined_hypothesis,hypothesis_claim,registered_hypothesis,Hypothesis,8,Refined Hypothesis,D:\Tex\programmable_pathway_to_induce_structured_hyper_spherical_states.tex,672,c54b40a243a96b50287abadd57143e9fb7e1b28f
