isabelle_sid,source_id,kind,label,source,line,digest
1801,D1429,Definition,ID1242: EID_0183 Equation Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1242,1242,7069f393e344887d18ac77848981f21cdcdbe508
1802,D1430,Definition,ID1243: EID_0472 Hamiltonian Operator Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1243,1243,83eb10a35b2c18188e85d45700018c7ac23e8b68
1803,D1431,Definition,ID1244: EID_0522 Hamiltonian Operator Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1244,1244,4281110ba126713ff2e100d73e00080f0df37c5d
1804,D1432,Definition,ID1245: Biological Temperature Resilience,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1245,1245,7673364c54651590cf3dca97f74d9afd95833c18
1805,D1433,Definition,ID1246: Neural Tzp Signature Detection,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1246,1246,1237270bdc3dddf78d2e6ae5778a9438409f04be
1806,D1434,Definition,ID1247: EID_0861 DAANSsphere Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1247,1247,9668f46b5422b97a18f62bc44051565bb500c0ed
1807,D1435,Definition,ID1248: EID_0862 Equation Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1248,1248,1bb0e7f6096c67156bb21c380025487fea41cff6
1808,D1436,Definition,ID1249: EID_0881 DAANSsphere Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1249,1249,b7245cd053df3b87886e09cf3be9d9107ba7f709
1809,D1437,Definition,ID1250: EID_0963 Hamiltonian Operator Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1250,1250,5b49504cd0a538eb391b9065a69a61cdc0aa4fdc
1810,D1438,Definition,ID1251: EID_0965 Equation Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1251,1251,8f518a38528ecb4366e1b1ea0ce4881c1a597c34
1811,D1439,Definition,ID1252: EID_0973 Vacuum Field Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1252,1252,996d7771a070eab99bc60228b6025f314b6c2a6e
1812,D1440,Definition,ID1253: EID_1003 Magnetic Field Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1253,1253,f59326f5d65f42af1e585da9aadbceaccc173cd4
1813,D1441,Definition,ID1255: Definition of B,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1255,1254,4c31ce95f48f950b18fa6b5eeb544d2f6c9f31f0
1814,D1442,Definition,ID1256: EID_1049 Magnetic Field Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1256,1255,1ab132b7312e220bf6f71299a3bb67bb92639f18
1815,D1443,Definition,ID1257: Unified Hamiltonian SUM H_textTrawin,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1257,1256,39e94d43ec505cfd6a3c0b1063c3d03f6d7912a6
1816,D1444,Definition,ID1258: EID_1112 Hamiltonian Operator Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1258,1257,b85c5e5f077913cf30b9ea61d4ca6429141cbdd6
1817,D1445,Definition,ID1259: Left Ring Speed,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1259,1258,6e86da6de39b74bd462ccd0e10cfac02134b2370
1818,D1446,Definition,ID1260: Trawin Symbolic Operators (1),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1260,1259,05fe56b4005ac1ce334710cd5ec4f1c42f88471f
1819,D1447,Definition,ID1261: Left Ring Trajectory,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1261,1260,5c297837b12bd7d70e677781d8ec3c73e4b56a5b
1820,D1448,Definition,ID1262: Anomalous Diffusion in Cymatic Fields,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1262,1261,0030baf5945eba3fecbad9d926b38762f434d450
1821,D1449,Definition,ID1264: Extended Phase Space for Magneto-Acoustic–KK Systems,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1264,1262,abf1cec41350b66395a28032e350d8e719f14d1d
1822,D1450,Definition,ID1265: Extended Phase Space for Magneto-Acoustic–Kaluza–Klein Systems,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1265,1263,cadc2496835fe4f84c3dd2535ed09cbf3977e67b
1823,D1451,Definition,ID1266: Extended Phase Space for Magneto-Acoustic–Kaluza–Klein Systems,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1266,1264,8249c9b22185ef2d9eee91122e30131c9cd94246
1824,D1452,Definition,ID1267: Extended Phase Space for Magneto-Acoustic–Kaluza–Klein Systems,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1267,1265,53138d95628641cc668038803c534b15cc79411f
1825,D1453,Definition,ID1268: Driven Coupled Oscillator Network,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1268,1266,d38e927cd0eae10ed1cfe9b61f9e7e3c85ecb43f
1826,D1454,Definition,ID1269: Cymatic Feedback Stabilization,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1269,1267,336e9ba5c56e2d332b9275903a746fb3224ac2e3
1827,D1455,Definition,ID1270: The Sumerian Lexicon Extended,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1270,1268,3a56d81f4b38c03e256bd233697993519fc461a1
1828,D1456,Definition,ID1271: Buckingham Π-Theorem Application,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1271,1269,5d4f88bc478eac5d12cc4072600232218989ff93
1829,D1457,Definition,ID1272: Todd Class & Moduli Space Invariants,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1272,1270,d2217691c02509a372ac140454e93e8c3a6dc2dc
1830,D1458,Definition,ID1273: Unified Propulsion Field Definition,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1273,1271,3f3e6d397ac8a14e2e30116b9a8a57768417a0de
1831,D1459,Definition,ID1274: Hyper-Dimensional Span,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1274,1272,395a08bf67b12f3eda0b0500f4330ad81461570e
1832,D1460,Definition,ID1276: Light–Matter Coupling Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1276,1274,1e6a41ba618e4255ce7c9d879024b9c3d220e6be
1833,D1461,Definition,ID1277: Holographic Metadata Closure,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1277,1275,5e603d1a7d300d8d2595c070e0f7516774508a74
1834,D1462,Definition,ID1278: Quantum Field Propagator (TZP Background),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1278,1276,dc35399e96a5ea0db80faa60d9c6ff86e137ff3e
1835,D1463,Definition,ID1280: Magnetic–Coriolis Energy Equipartition,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1280,1278,a98e8823c68acdabc8eb4c35f5aae7a9de908505
1836,D1464,Definition,ID1281: Self-Perpetuating Vortex Dynamo,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1281,1279,595896fd937b921277fb7c654f1dce9b4d6fc07d
1837,D1465,Definition,ID1282: Topological Helicity Quantisation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1282,1280,3058374e5be21bb893c3bd973f2f6d63e8381828
1838,D1466,Definition,ID1283: Toroidal Flux Compression,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1283,1281,46424faa34a3bf779d00abadcdb3836d1b160554
1839,D1467,Definition,ID1284: Dimensionless Gyromagnetic Coupling Constant,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1284,1282,b5e72e306aa303dd4bc8092bd7afa4829c9dd8c7
1840,D1468,Definition,ID1285: Zero-Point Fluctuations,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1285,1283,0ac55177b7459d47ede5b0aeeab9ed793ce2f6e6
1841,D1469,Definition,"ID1286: Series: B_rotating ∼ ∑_k=0^6 e^i K · 2π/7 f_k(r, θ)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1286,1284,c9e0745d67a81334f079d53e4a8b957a95e3be50
1842,D1470,Definition,ID1287: Gyromagnetic Genesis Hypothesis,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1287,1285,bf8de233afe56768edd1c6445ecbb2caa1d2b177
1843,D1471,Definition,ID1288: Local Electromagnetic Field–Driven Rotation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1288,1286,2fdb105baebd769df850f3f86b4943df6a3264ff
1844,D1472,Definition,ID1289: Phase Space Topology Preservation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1289,1287,0d60373faaad2cea8824d928fdc0525233078627
1845,D1473,Definition,ID1290: Elsasser Criticality Attractor,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1290,1288,f02bd63d193f75a3b184138f128a97042f220486
1846,D1474,Definition,ID1292: Multi-Domain Resonance Cascade,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1292,1290,b5459ecd98fca5a270a8c453c2d22176603d9bb0
1847,D1475,Definition,ID1293: Optical Electrostriction Effect,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1293,1291,c206b764d4df0077146baac71e82f24cb340dea9
1848,D1476,Definition,ID1294: Chromatic Ion Sorting,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1294,1292,edc3e8b9cf202bf25ecb21a0a9f285e5c2a31dfb
1849,D1477,Definition,ID1295: Effective (Magnetic) Energy Density,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1295,1293,96dbbdc6362b7e764c5550411ec856af4357d688
1850,D1478,Definition,ID1296: Kaluza-Klein Metric Ansatz,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1296,1294,89ee8cfa6e90ec497e81408f911c7a965b281244
1851,D1479,Definition,ID1298: Unified Field Equation (Einstein–Yang–Mills–Quantum),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1298,1296,fdf5284c836676ca10507295d2ca71aaafaf7cf5
1852,D1480,Definition,ID1299: Cymatic Topological Control,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1299,1297,e353a07cdce3c6bd6f9cf8539e3fd461aea8468c
1853,D1481,Definition,ID1300: Metamaterial-Neural Isomorphism,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1300,1298,8f61e65c8bdfaad55090f348495590c2f05ed411
1854,D1482,Definition,ID1301: Unlimited Clean Energy Potential,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1301,1299,1cd92cd46156eb23491fa0a89ca52524aee88981
1855,D1483,Definition,ID1302: Symmetry Reduction and Metric Recovery,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1302,1300,ff0fc5b8bfd114c7a6759250594d1b8cef2ce20f
1856,D1484,Definition,ID1303: Unified Action and Stationarity,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1303,1301,eca76c9c21446dd233baba591c73ab720128cd5f
1857,D1485,Definition,ID1304: Definition of I_4D,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1304,1302,9fdd3348be6d93c59d288619a214dd5e711598e4
1858,D1486,Definition,ID1305: Topological Quantization of Charge and Spin,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1305,1303,0ed049066da044b21735a4ed6b4c88a7aa706ef8
1859,D1487,Definition,ID1306: Emergent Gravity from Coherence Restoration,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1306,1304,7ca235a8ac9620609f2e31b01efb851424f01081
1860,D1488,Definition,ID1307: Weakness of Gravity from Particle Perturbations,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1307,1305,c2d262751f0a7618039c27ac5e47bcc1c9dc5bf6
1861,D1489,Definition,ID1308: Gravity as Entropic or Restorative Force,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1308,1306,2ce2870d0c1bd21ecd8cea9e34c1931be32e99ee
1862,D1490,Definition,ID1309: Stress–Energy Tensor Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1309,1307,4f9b5d2a3b5d48358db1f0b52c7d8c3852d3a56a
1863,D1491,Definition,ID1310: Resonant Mode Density (Topological),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1310,1308,418f346464139394ed69aa5771cee75487f1ceb2
1864,D1492,Definition,ID1311: Seed Rotation and Magnetic Moment at Emergence,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1311,1309,9f1a3f7ff7adb750ba668888952a2974ef7659fc
1865,D1493,Definition,ID1312: Alfv\'en Wave Dispersion Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1312,1310,bef6038de901aefd08b033271a2e2d788742b0c4
1866,D1494,Definition,ID1313: Standing Wave Quantization,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1313,1311,6f5648b877ff381cd78bc395028c8af9574f88d5
1867,D1495,Definition,ID1314: Relation: E^(u) ≈ γ^2(E^(n) + 2v·S^(n)/c^2 + v^2 p_rm Avg/c^2),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1314,1312,f6c27a0952f90de7612a3c54ed04455d0a85629f
1868,D1496,Definition,ID1315: Kaluza–Klein Metric Ansatz,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1315,1313,dcf3540389ff9e0b1532ecc93cf4ab16fde9cba5
1869,D1497,Definition,ID1316: Phonon–Magnon Coupling Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1316,1314,9f76bf4c059a25156940601e54a7d0d571a1a4da
1870,D1498,Definition,ID1317: Helicity Transfer Constraint,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1317,1315,caa66ed40297089510e8dca2cda4dd4d19f95747
1871,D1499,Definition,ID1318: Charge Accumulation Disruption Mechanism,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1318,1316,12a49c0ad064d9b1ebeb88749d90bacde3a0d246
1872,D1500,Definition,ID1319: Time-Dependent Schrödinger / Gross–Pitaevskii Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1319,1317,fb83e71ea4d1573977a6a6a69d6c873292152d21
1873,D1501,Definition,ID1320: Directional Gravity Negation Stage,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1320,1318,d159d3ca4b9f469842af7efca66be2629cb151cc
1874,D1502,Definition,ID1321: Vimana Gyromagnetic Field Implementation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1321,1319,244ebc8aae83d92d7541ef8dee4e67be1ed79f42
1875,D1503,Definition,ID1322: Propulsion Mechanism Sequence,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1322,1320,611392c8074809027855cb84b90d08e5aea90c08
1876,D1504,Definition,"ID1323: Integral: F_m,k(t) ∝ Dot M_rm Filament(t) ∫ ψ_m,k^*(r,φ) Φ_rm inflow(r,φ,t) DA.",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1323,1321,a5c6730e7689b3e8036658964439c86b0a03ac06
1877,D1505,Definition,ID1324: Observed Helicity Scaling,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1324,1322,b8a514daa6ecfab15361a2aaae227760be66ec26
1878,D1506,Definition,ID1325: Magnetic Reynolds Number,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1325,1323,4e3165e7b6104f74f4ebad74916def1f307ca1c0
1879,D1507,Definition,ID1326: Elsasser Number,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1326,1324,7eecfc0aa0c94108b11a4a16b97a566d08c250cc
1880,D1508,Definition,ID1327: ALPHA-Particle Helicity Operator (hatH_alpha),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1327,1325,22cd964123ed9ce654e50d82933518a286c6ef66
1881,D1509,Definition,"ID1328: Series Expansion of δ_trunc(r,hat N)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1328,1326,37eb265fc7b2177924e32184570ca3d76ab4a8ce
1882,D1510,Definition,ID1329: Magnetic Reynolds Number Regimes,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1329,1327,26c29fcc3b2e595f7c921238c240397e1281e091
1883,D1511,Definition,ID1330: Topological Quantization and Defect Stability,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1330,1328,c5557aafef8b2c84e5bd468753ec7c8aa8efa13f
1884,D1512,Definition,ID1331: Mathematical Unity at the TZP,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1331,1329,c307d06c485194f04860ed0e33073ac10bb4a0b8
1885,D1513,Definition,ID1332: SS304L Torus Core Geometry & Stress-Loading,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1332,1330,99c5999c40d3cc587c67fc468e253d0a1980e198
1886,D1514,Definition,ID1333: 12-Node Multi-Phase Transducer Synchronization,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1333,1331,9adc1b1ae1fa47f715b82940ff17cbf3d8a734a6
1887,D1515,Definition,ID1334: Elsasser Number,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1334,1332,dd7958aea458e8a52c0c8b9a6223fd135fe28436
1888,D1516,Definition,ID1335: Magnetic Interaction Parameter,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1335,1333,9a01cb89b4338ed79c200e6f3080b9168ccf80ef
1889,D1517,Definition,ID1336: Energy Equipartition at Elsasser Criticality,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1336,1334,600b50f58a98b6ecb6c80401df494d6656161703
1890,D1518,Definition,ID1337: Stress–Energy Tensor Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1337,1335,2907764348c183027902472195397d0df740d5b5
1891,D1519,Definition,ID1338: Universal Dipole Scaling Law,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1338,1336,9173d1b85bea932249a2d67e98404008b49118b3
1892,D1520,Definition,ID1339: Bayesian Posterior for Gyromagnetic Genesis,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1339,1337,b514ddcf11d0dbe3e30d5af0eb46d490260cf58a
1893,D1521,Definition,ID1340: Elsasser Universality Support,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1340,1338,490ec296a306a8588a83ab061e513a9afb847d02
1894,D1522,Definition,ID1341: Protostellar Magnetic-First Sequence,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1341,1339,d7e1053426f74b3e0cc31b309ac1bb0a7a8503ad
1895,D1523,Definition,ID1342: Relation: E^(n)_rm EM=tfrac12 (E^(n)_i E^i_(n) + B^(n)_i B^i_(n)).,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1342,1340,5fb0058c5c9a9cf9a362e5b427791a3797a64c4f
1896,D1524,Definition,ID1343: Differential Rotation Ubiquity,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1343,1341,35bf8d0b73caa875610d19693f436e29f3cfea79
1897,D1525,Definition,ID1344: Magnetic Moment Scaling Support,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1344,1342,e22655b29fa1b5ce4a6b85f59c20478c10f2c565
1898,D1526,Definition,ID1345: Master Unification Lagrangian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1345,1343,b9c9d2d62d11403cedaf2c011cc7497e1e9637b8
1899,D1527,Definition,ID1346: Topologically Trapped Dark Matter Analogue,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1346,1344,f65b1ae86faba97ddc15b4eb65419cdc60e5e9ee
1900,D1528,Definition,ID1347: Differential Equation for E^(n),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1347,1345,a288e416ed1069c143c660824b200a08cfe8c9ed
1901,D1529,Definition,ID1348: Nested Field Topology and Toroidal–Poloidal Decomposition,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1348,1346,49303e3675267268a96979b345e2c9138d1771b7
1902,D1530,Definition,ID1349: Westward Drift and Phase Lag Correlation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1349,1347,dbedb0aab44cdeb0ba448e2be1515c16ec4e1cab
1903,D1531,Definition,ID1350: Polarity Reversal Patterns,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1350,1348,36d6e62c61b686686bb77d7e16b9cf8b95d06786
1904,D1532,Definition,ID1351: Self-Excited Dynamo Threshold,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1351,1349,4995d8c3b3a525f900d1b9b259fc407d32c8819f
1905,D1533,Definition,"ID1352: Definition of V_rm int(x_1,x_2)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1352,1350,a36c1e108a4623ad4f9c24cd912a794a732810fc
1906,D1534,Definition,ID1353: Ramsey Interferometry Coherence Testing,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1353,1351,f5c4f4353d5786c4c31a63f3661d0ba3027c9505
1907,D1535,Definition,ID1354: Entrainment and DAANSsphere Axis,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1354,1352,2153f34714097b78a578d27c5efa7db10231dd40
1908,D1536,Definition,ID1355: Magnetic Pressure and Compressive Energy,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1355,1353,aa12034b21d40ec9c6ae1afcd2805a9b26eb77c5
1909,D1537,Definition,ID1356: Hamiltonian for Hat H,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1356,1354,436d4a7a8e17a194157bbfc63df459749413617b
1910,D1538,Definition,ID1357: Effective Gyromagnetic Dipole with Quantum Correction,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1357,1355,cecd3df6080ecbef9c0618425e60f73cea6ab5f1
1911,D1539,Definition,ID1358: Frame-Dragging Metric Correction,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1358,1356,71cdd338b02e098e2e986b9bb299442a32fd4418
1912,D1540,Definition,ID1359: Extraction Phase Timing,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1359,1357,cb2da54f7c8c5501138969bb40be8327548a828d
1913,D1541,Definition,ID1360: Helicity Functional in Rotating Frame,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1360,1358,77001d5a82cf671c46680677280e9ccaa479d8e3
1914,D1542,Definition,ID1361: Feedback Phase Parameter Adjustment,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1361,1359,f0c887a5b598191b7f7ae55a7873e01fca6ca6d6
1915,D1543,Definition,ID1362: Gravitomagnetic Coupling Term,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1362,1360,0da762db27a1fba7e651e7a695e8ca11f791534b
1916,D1544,Definition,ID1363: Temporal Channel Data Gating,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1363,1361,a49896179853d6bfe6ddd1209fab745daffdc225
1917,D1545,Definition,ID1364: Atemporal Channel Null-Surface Mapping,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1364,1362,c8445c6710f66771f7febacf78bcc77f03fb9517
1918,D1546,Definition,ID1365: Alfv\'en Wave Resonance in Gyromagnetic Systems,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1365,1363,7b7cf1bb4495bf9ff798989d3abd287177dc3b80
1919,D1547,Definition,"ID1366: Relation: ψ_1(r,θ) ∼ r^ell_φ e^iell_φθ",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1366,1364,f9ec5ade0915401a98f1fc503300dd33ddb62903
1920,D1548,Definition,ID1367: Trawin Zero Point Singularity Conditions,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1367,1365,9332e44a7f86d0afe2a6807ebe1a9c6f029a6469
1921,D1549,Definition,ID1368: Topological Error Correction Codes,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1368,1366,8c592e5ffac8004cc2a31c37e7dfc38309c8fbce
1922,D1550,Definition,ID1369: Weak-Field Flow Dynamics in Static Lattice,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1369,1367,9b8d8a220e89e2688dd298924a9f760eab8e4e42
1923,D1551,Definition,ID1370: Information Density Tracking,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1370,1368,828a04fd4a2d26a20bf7e78a7afe0ca9140185c0
1924,D1552,Definition,ID1371: Quantum Tag Injection and Entanglement Tracking Protocol,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1371,1369,20028c3a8f0d33373cae09ef4b84ba0b4d37cee9
1925,D1553,Definition,ID1372: TZP Singularity Conditions,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1372,1370,d99ea195702fa6aa819ffbb716534117ab56d895
1926,D1554,Definition,ID1373: Constrained Dipole Configuration,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1373,1371,78c9e44a0f1f345170945ac60d376d96a5ac9a1f
1927,D1555,Definition,ID1374: Magnetic Energy and Pressure Functional,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1374,1372,173526f57ae3c3212aa420542fc2c72042456617
1928,D1556,Definition,"ID1375: Definition of V_drive(R,t)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1375,1373,54dfb531fc5b057078ef78859240c8e08001965e
